37.025,48.650,-126.667,354.726,9.670,10.134,32.413,-0.575,-0.151,0.306,286.871,0.990,1008.897,0.992,340.550,96.837,1018.303,0.992,1.000,1085.000
37.026,48.650,-126.667,354.748,9.668,10.133,32.413,-0.517,-0.306,0.149,286.767,0.990,1009.739,0.993,340.421,96.806,1019.113,0.993,1.000,1086.000
37.028,48.650,-126.667,354.763,9.668,10.131,32.413,-0.481,-0.340,0.116,286.838,0.990,1010.233,0.994,340.497,96.813,1019.576,0.994,1.000,1087.000
37.029,48.650,-126.667,354.763,9.667,10.127,32.413,-0.502,-0.324,0.131,286.898,0.990,1010.307,0.994,340.569,96.827,1019.620,0.994,1.000,1088.000
37.031,48.650,-126.667,354.792,9.665,10.120,32.413,-0.497,-0.430,0.024,286.910,0.990,1011.150,0.995,340.587,96.820,1020.433,0.995,1.000,1089.000
37.032,48.650,-126.667,354.847,9.664,10.112,32.413,-0.504,-0.386,0.069,286.955,0.991,1010.928,0.994,340.646,96.820,1020.184,0.994,1.000,1090.000
37.033,48.650,-126.667,354.847,9.663,10.105,32.413,-0.499,-0.301,0.155,287.023,0.991,1010.464,0.994,340.725,96.828,1019.695,0.994,1.000,1091.000
37.035,48.650,-126.667,354.847,9.664,10.101,32.413,-0.453,-0.162,0.295,286.997,0.991,1009.279,0.992,340.688,96.809,1018.488,0.992,1.000,1092.000
37.036,48.650,-126.667,354.877,9.668,10.103,32.413,-0.418,-0.137,0.320,286.855,0.990,1008.674,0.992,340.507,96.769,1017.866,0.992,1.000,1093.000
37.037,48.650,-126.667,354.914,9.669,10.105,32.413,-0.408,-0.145,0.312,286.727,0.990,1008.314,0.991,340.345,96.730,1017.491,0.991,1.000,1094.000
37.039,48.650,-126.667,354.951,9.669,10.105,32.413,NaN,-0.182,0.275,286.655,0.990,1008.350,0.991,340.247,96.704,1017.517,0.991,1.000,1095.000
37.040,48.650,-126.667,354.973,9.669,10.105,32.413,NaN,-0.339,0.117,286.625,0.989,1009.488,0.993,340.208,96.697,1018.649,0.993,1.000,1096.000
37.042,48.650,-126.667,354.980,9.670,10.105,32.413,-0.121,-0.190,0.267,286.761,0.990,1008.790,0.992,340.375,96.740,1017.949,0.992,1.000,1097.000
37.043,48.650,-126.667,354.987,9.670,10.104,32.414,-0.138,-0.154,0.303,286.712,0.990,1008.324,0.991,340.307,96.723,1017.482,0.991,1.000,1098.000
37.044,48.650,-126.667,355.070,9.669,10.102,32.414,-0.150,-0.279,0.177,286.715,0.990,1009.299,0.993,340.302,96.716,1018.461,0.993,1.000,1099.000
37.046,48.650,-126.667,355.077,9.666,10.100,32.414,-0.027,-0.152,0.305,286.885,0.990,1008.831,0.992,340.512,96.768,1017.998,0.992,1.000,1100.000
37.047,48.650,-126.667,355.099,9.670,10.103,32.415,0.105,-0.077,0.381,286.928,0.991,1008.461,0.991,340.592,96.795,1017.636,0.991,1.000,1101.000
37.049,48.650,-126.667,355.144,9.670,10.108,32.415,0.140,0.003,0.461,286.943,0.991,1007.903,0.991,340.641,96.810,1017.086,0.991,1.000,1102.000
37.050,48.650,-126.667,355.237,9.670,10.112,32.415,0.144,-0.161,0.296,286.917,0.990,1009.095,0.992,340.640,96.819,1018.289,0.992,1.000,1103.000
37.051,48.650,-126.667,355.274,9.670,10.115,32.415,0.208,-0.182,0.274,286.977,0.991,1009.478,0.992,340.738,96.848,1018.684,0.992,1.000,1104.000
37.053,48.650,-126.667,355.282,9.670,10.118,32.415,0.249,-0.262,0.193,287.034,0.991,1010.309,0.993,340.812,96.881,1019.526,0.993,1.000,1105.000
37.054,48.650,-126.667,355.304,9.670,10.122,32.415,0.266,-0.211,0.245,287.088,0.991,1010.080,0.993,340.895,96.913,1019.309,0.993,1.000,1106.000
37.056,48.650,-126.667,355.326,9.667,10.125,32.415,0.268,-0.097,0.360,287.110,0.991,1009.180,0.992,340.929,96.924,1018.420,0.992,1.000,1107.000
37.057,48.650,-126.667,355.326,9.667,10.128,32.414,0.228,-0.045,0.412,287.088,0.991,1008.683,0.991,340.905,96.919,1017.934,0.991,1.000,1108.000
37.058,48.650,-126.667,355.363,9.667,10.131,32.414,0.230,-0.031,0.427,287.007,0.991,1008.293,0.991,340.817,96.897,1017.554,0.991,1.000,1109.000
37.060,48.650,-126.667,355.400,9.664,10.133,32.414,0.233,-0.060,0.397,286.941,0.990,1008.241,0.991,340.744,96.889,1017.510,0.991,1.000,1110.000
37.061,48.650,-126.667,355.467,9.664,10.135,32.415,0.208,-0.142,0.315,286.931,0.990,1008.852,0.992,340.753,96.889,1018.126,0.992,1.000,1111.000
37.063,48.650,-126.666,355.537,9.662,10.135,32.415,0.222,-0.375,0.080,286.918,0.990,1010.621,0.994,340.747,96.890,1019.899,0.994,1.000,1112.000
37.064,48.651,-126.666,355.560,9.661,10.137,32.415,0.277,-0.465,-0.011,287.017,0.990,1011.653,0.995,340.878,96.926,1020.931,0.995,1.000,1113.000
37.065,48.651,-126.667,355.604,9.663,10.140,32.415,0.300,-0.352,0.102,287.201,0.991,1011.451,0.995,341.115,96.991,1020.727,0.995,1.000,1114.000
37.067,48.650,-126.667,355.652,9.659,10.139,32.416,0.181,-0.474,-0.020,287.233,0.991,1012.457,0.996,341.144,97.001,1021.727,0.996,1.000,1115.000
37.068,48.650,-126.668,355.719,9.657,10.130,32.417,0.144,-0.488,-0.034,287.328,0.991,1012.874,0.996,341.216,97.014,1022.136,0.996,1.000,1116.000
37.069,48.650,-126.668,355.763,9.657,10.122,32.417,0.134,-0.344,0.110,287.480,0.992,1012.253,0.995,341.357,97.040,1021.504,0.995,1.000,1117.000
37.071,48.650,-126.669,355.822,9.658,10.114,32.417,0.090,-0.102,0.354,287.477,0.992,1010.334,0.993,341.320,97.016,1019.574,0.993,1.000,1118.000
37.072,48.650,-126.669,355.892,9.659,10.107,32.416,0.038,-0.187,0.268,287.302,0.991,1010.409,0.993,341.087,96.938,1019.637,0.993,1.000,1119.000
37.074,48.651,-126.669,355.962,9.658,10.102,32.416,0.029,-0.139,0.317,287.193,0.991,1009.642,0.992,340.939,96.885,1018.860,0.992,1.000,1120.000
37.075,48.651,-126.669,356.010,9.658,10.098,32.417,0.054,-0.225,0.231,286.997,0.990,1009.639,0.993,340.687,96.816,1018.846,0.993,1.000,1121.000
37.076,48.651,-126.670,356.077,9.658,10.095,32.417,0.081,-0.179,0.277,286.899,0.990,1008.933,0.992,340.560,96.770,1018.133,0.992,1.000,1122.000
37.078,48.651,-126.671,356.124,9.659,10.092,32.417,0.095,-0.332,0.123,286.716,0.989,1009.509,0.993,340.331,96.705,1018.702,0.993,1.000,1123.000
37.079,48.651,-126.671,356.198,9.659,10.090,32.417,0.107,-0.372,0.083,286.713,0.989,1009.812,0.993,340.311,96.689,1018.999,0.993,1.000,1124.000
37.081,48.652,-126.672,356.253,9.658,10.088,32.417,0.174,-0.339,0.116,286.758,0.989,1009.674,0.993,340.360,96.701,1018.857,0.993,1.000,1125.000
37.082,48.652,-126.672,356.312,9.655,10.088,32.416,0.321,-0.325,0.130,286.739,0.989,1009.430,0.993,340.356,96.697,1018.611,0.993,1.000,1126.000
37.083,48.652,-126.673,356.397,9.654,10.090,32.416,0.443,-0.246,0.210,286.712,0.989,1008.670,0.992,340.348,96.687,1017.851,0.992,1.000,1127.000
37.085,48.653,-126.673,356.478,9.653,10.089,32.415,0.486,-0.293,0.162,286.636,0.989,1008.743,0.992,340.266,96.669,1017.925,0.992,1.000,1128.000
37.086,48.653,-126.674,356.541,9.651,10.086,32.414,0.538,-0.135,0.322,286.693,0.989,1007.653,0.990,340.318,96.676,1016.838,0.990,1.000,1129.000
37.088,48.653,-126.674,356.608,9.653,10.083,32.414,0.554,-0.057,0.400,286.684,0.989,1007.033,0.990,340.289,96.667,1016.221,0.990,1.000,1130.000
37.089,48.654,-126.675,356.707,9.652,10.085,32.414,0.588,-0.360,0.095,286.591,0.989,1009.106,0.992,340.202,96.643,1018.299,0.992,1.000,1131.000
37.090,48.654,-126.675,356.785,9.651,10.090,32.414,0.612,-0.845,-0.394,286.673,0.989,1013.245,0.997,340.344,96.686,1022.445,0.997,1.000,1132.000
37.092,48.654,-126.677,357.001,9.650,10.090,32.412,0.610,-1.410,-0.966,287.050,0.990,1019.126,1.004,340.829,96.822,1028.334,1.004,1.000,1133.000
37.093,48.657,-126.683,357.611,9.633,10.082,32.406,0.516,-1.290,-0.845,287.656,0.992,1019.856,1.005,341.608,96.996,1029.073,1.005,1.000,1134.000
37.094,48.661,-126.691,358.332,9.594,10.058,32.399,0.374,-0.908,-0.458,287.844,0.992,1016.508,1.001,341.815,97.014,1025.734,1.001,1.000,1135.000
37.096,48.665,-126.698,359.056,9.576,10.038,32.395,0.235,-0.731,-0.280,287.619,0.990,1013.871,0.998,341.538,96.897,1023.104,0.998,1.000,1136.000
37.097,48.668,-126.705,359.694,9.565,10.030,32.393,0.183,-0.494,-0.039,287.426,0.989,1011.031,0.994,341.301,96.812,1020.271,0.994,1.000,1137.000
37.099,48.670,-126.709,360.094,9.558,10.027,32.392,0.181,-0.264,0.193,287.243,0.989,1008.408,0.991,341.086,96.742,1017.654,0.991,1.000,1138.000
37.100,48.672,-126.711,360.357,9.551,10.022,32.391,0.215,-0.133,0.325,287.027,0.988,1006.455,0.989,340.828,96.658,1015.705,0.989,1.000,1139.000
37.101,48.672,-126.711,360.462,9.540,10.015,32.387,NaN,-0.108,0.351,286.870,0.987,1005.439,0.988,340.639,96.586,1014.690,0.988,1.000,1140.000
37.103,48.673,-126.712,360.549,9.532,10.008,32.388,NaN,-0.084,0.375,286.735,0.986,1004.608,0.987,340.476,96.526,1013.855,0.987,1.000,1141.000
37.104,48.674,-126.712,360.630,9.527,10.002,32.389,0.303,-0.231,0.228,286.690,0.986,1005.500,0.988,340.432,96.497,1014.741,0.988,1.000,1142.000
37.106,48.674,-126.711,360.715,9.524,9.993,32.390,0.232,-0.200,0.258,286.793,0.986,1005.575,0.988,340.553,96.517,1014.807,0.988,1.000,1143.000
37.107,48.675,-126.710,360.809,9.522,9.985,32.390,0.129,-0.100,0.359,286.903,0.987,1005.114,0.988,340.686,96.538,1014.334,0.988,1.000,1144.000
37.108,48.675,-126.710,360.905,9.520,9.979,32.390,0.133,0.085,0.546,286.940,0.987,1003.749,0.986,340.726,96.531,1012.954,0.986,1.000,1145.000
37.110,48.675,-126.709,360.975,9.520,9.975,32.390,0.168,-0.248,0.211,286.772,0.986,1005.799,0.989,340.521,96.469,1014.988,0.989,1.000,1146.000
37.111,48.675,-126.708,361.037,9.524,9.972,32.390,0.169,-0.682,-0.228,286.819,0.986,1009.505,0.993,340.557,96.477,1018.676,0.993,1.000,1147.000
37.113,48.675,-126.707,361.168,9.529,9.972,32.391,0.068,-0.783,-0.330,287.175,0.988,1011.680,0.995,340.972,96.594,1020.832,0.995,1.000,1148.000
37.114,48.672,-126.701,361.740,9.534,9.972,32.390,-0.057,-0.767,-0.315,287.321,0.988,1012.179,0.996,341.135,96.648,1021.311,0.996,1.000,1149.000
37.115,48.667,-126.695,362.469,9.540,9.974,32.390,-0.213,-0.888,-0.436,287.188,0.988,1012.806,0.997,340.966,96.603,1021.919,0.997,1.000,1150.000
37.117,48.663,-126.688,363.160,9.544,9.977,32.390,-0.357,-1.034,-0.584,287.070,0.988,1013.679,0.998,340.802,96.572,1022.773,0.998,1.000,1151.000
37.118,48.658,-126.682,363.856,9.543,9.979,32.393,-0.244,-0.439,0.017,287.226,0.988,1009.446,0.992,340.988,96.622,1018.521,0.992,1.000,1152.000
37.119,48.655,-126.674,364.568,9.569,9.998,32.401,-0.125,-0.018,0.441,287.031,0.988,1006.048,0.988,340.764,96.597,1015.104,0.988,1.000,1153.000
37.121,48.652,-126.667,365.233,9.606,10.028,32.409,-0.091,-0.137,0.320,286.513,0.987,1006.034,0.988,340.112,96.486,1015.072,0.988,1.000,1154.000
37.122,48.649,-126.667,365.700,9.626,10.050,32.412,0.005,-0.077,0.380,286.451,0.987,1005.813,0.988,340.044,96.513,1014.834,0.988,1.000,1155.000
37.124,48.650,-126.668,365.879,9.634,10.062,32.415,0.023,0.051,0.510,286.404,0.987,1004.835,0.987,340.014,96.536,1013.840,0.987,1.000,1156.000
37.125,48.650,-126.668,365.970,9.638,10.067,32.417,0.015,0.047,0.477,286.396,0.987,1004.908,0.987,339.996,96.539,1013.899,0.987,1.000,1157.000
37.126,48.651,-126.668,366.038,9.642,10.070,32.417,0.016,0.021,0.450,286.329,0.987,1004.975,0.987,339.905,96.526,1013.954,0.987,1.000,1158.000
37.128,48.651,-126.668,366.067,9.645,10.073,32.417,0.076,-0.010,0.419,286.334,0.987,1005.309,0.987,339.911,96.535,1014.278,0.987,1.000,1159.000
37.129,48.651,-126.667,366.090,9.648,10.078,32.417,0.070,0.076,0.505,286.352,0.987,1004.752,0.987,339.932,96.542,1013.713,0.987,1.000,1160.000
37.131,48.651,-126.667,366.160,9.651,10.084,32.418,-0.027,0.086,0.516,286.208,0.987,1004.225,0.986,339.742,96.510,1013.179,0.986,1.000,1161.000
37.132,48.651,-126.667,366.219,9.653,10.089,32.417,-0.060,0.148,0.578,286.165,0.987,1003.632,0.985,339.697,96.507,1012.582,0.985,1.000,1162.000
37.133,48.651,-126.666,366.285,9.652,10.093,32.417,-0.038,0.037,0.466,286.089,0.987,1004.242,0.986,339.595,96.492,1013.189,0.986,1.000,1163.000
37.135,48.651,-126.666,366.340,9.652,10.095,32.417,0.070,0.081,0.511,286.096,0.987,1003.892,0.986,339.604,96.494,1012.838,0.986,1.000,1164.000
37.136,48.651,-126.666,366.362,9.653,10.097,32.417,0.129,0.061,0.491,286.052,0.986,1003.925,0.986,339.547,96.487,1012.870,0.986,1.000,1165.000
37.137,48.651,-126.666,366.362,9.654,10.099,32.417,0.130,0.052,0.481,286.053,0.987,1004.023,0.986,339.550,96.487,1012.968,0.986,1.000,1166.000
37.139,48.651,-126.666,366.362,9.651,10.099,32.418,0.052,-0.043,0.386,286.027,0.986,1004.618,0.987,339.513,96.482,1013.562,0.987,1.000,1167.000
37.140,48.651,-126.666,366.385,9.650,10.099,32.418,0.019,-0.103,0.325,286.055,0.986,1005.184,0.987,339.547,96.491,1014.127,0.987,1.000,1168.000
37.142,48.651,-126.666,366.396,9.650,10.099,32.418,0.020,-0.001,0.428,286.116,0.987,1004.570,0.987,339.639,96.510,1013.512,0.987,1.000,1169.000
37.143,48.650,-126.666,366.418,9.652,10.097,32.419,-0.031,-0.030,0.399,286.073,0.987,1004.715,0.987,339.591,96.492,1013.654,0.987,1.000,1170.000
37.144,48.651,-126.666,366.440,9.654,10.095,32.419,-0.027,0.001,0.431,286.025,0.986,1004.343,0.986,339.523,96.472,1013.279,0.986,1.000,1171.000
37.146,48.651,-126.666,366.503,9.658,10.095,32.419,-0.027,0.102,0.532,286.012,0.986,1003.585,0.985,339.502,96.462,1012.518,0.985,1.000,1172.000
37.147,48.651,-126.666,366.551,9.658,10.095,32.419,-0.088,0.112,0.542,285.900,0.986,1003.122,0.985,339.360,96.424,1012.052,0.985,1.000,1173.000
37.149,48.651,-126.666,366.558,9.660,10.095,32.420,-0.129,0.059,0.489,285.804,0.986,1003.265,0.985,339.237,96.398,1012.192,0.985,1.000,1174.000
37.150,48.651,-126.666,366.558,9.663,10.095,32.420,-0.168,-0.008,0.421,285.770,0.986,1003.738,0.986,339.188,96.385,1012.663,0.986,1.000,1175.000
37.151,48.651,-126.666,366.573,9.661,10.093,32.419,-0.156,0.059,0.489,285.862,0.986,1003.478,0.985,339.297,96.403,1012.402,0.985,1.000,1176.000
37.153,48.651,-126.666,366.625,9.657,10.089,32.419,-0.151,0.076,0.506,285.937,0.986,1003.522,0.985,339.385,96.423,1012.443,0.985,1.000,1177.000
37.154,48.651,-126.666,366.625,9.657,10.088,32.419,-0.087,0.126,0.556,285.978,0.986,1003.268,0.985,339.432,96.432,1012.189,0.985,1.000,1178.000
37.156,48.651,-126.665,366.691,9.656,10.086,32.419,-0.081,0.157,0.588,286.006,0.986,1003.103,0.985,339.467,96.438,1012.022,0.985,1.000,1179.000
37.157,48.651,-126.665,366.717,9.652,10.084,32.419,-0.172,0.090,0.520,286.036,0.986,1003.641,0.985,339.507,96.444,1012.559,0.985,1.000,1180.000
37.158,48.651,-126.665,366.732,9.651,10.083,32.419,-0.147,0.140,0.570,286.106,0.986,1003.485,0.985,339.602,96.467,1012.402,0.985,1.000,1181.000
37.160,48.651,-126.665,366.743,9.649,10.081,32.419,-0.128,0.120,0.550,286.136,0.987,1003.699,0.985,339.637,96.477,1012.616,0.985,1.000,1182.000
37.161,48.651,-126.665,366.766,9.650,10.081,32.420,-0.149,0.162,0.593,286.172,0.987,1003.504,0.985,339.678,96.489,1012.419,0.985,1.000,1183.000
37.162,48.652,-126.665,366.881,9.651,10.082,32.420,-0.228,0.171,0.601,286.170,0.987,1003.469,0.985,339.670,96.489,1012.384,0.985,1.000,1184.000
37.164,48.652,-126.665,366.929,9.653,10.082,32.420,NaN,0.090,0.520,286.154,0.987,1004.080,0.986,339.646,96.489,1012.993,0.986,1.000,1185.000
37.165,48.653,-126.665,366.973,9.651,10.081,32.419,NaN,0.040,0.470,286.189,0.987,1004.552,0.986,339.684,96.497,1013.464,0.986,1.000,1186.000
37.167,48.653,-126.665,367.021,9.651,10.080,32.419,-0.074,0.016,0.445,286.252,0.987,1004.959,0.987,339.758,96.511,1013.870,0.987,1.000,1187.000
37.168,48.653,-126.664,367.043,9.651,10.081,32.419,-0.030,0.088,0.518,286.281,0.987,1004.489,0.986,339.791,96.523,1013.398,0.986,1.000,1188.000
37.169,48.653,-126.664,367.080,9.647,10.082,32.419,-0.023,0.125,0.555,286.331,0.987,1004.298,0.986,339.857,96.539,1013.206,0.986,1.000,1189.000
37.171,48.653,-126.664,367.080,9.645,10.083,32.420,-0.046,0.057,0.487,286.275,0.987,1004.585,0.986,339.789,96.525,1013.492,0.986,1.000,1190.000
37.172,48.653,-126.664,367.095,9.645,10.085,32.420,-0.102,0.092,0.522,286.263,0.987,1004.274,0.986,339.788,96.525,1013.179,0.986,1.000,1191.000
37.174,48.653,-126.664,367.128,9.647,10.089,32.421,-0.143,0.053,0.483,286.188,0.987,1004.367,0.986,339.691,96.514,1013.269,0.986,1.000,1192.000
37.175,48.653,-126.664,367.128,9.647,10.091,32.421,-0.147,0.126,0.556,286.194,0.987,1003.809,0.985,339.715,96.522,1012.708,0.985,1.000,1193.000
37.176,48.652,-126.664,367.202,9.645,10.092,32.422,-0.126,0.161,0.591,286.154,0.986,1003.357,0.985,339.669,96.510,1012.251,0.985,1.000,1194.000
37.178,48.652,-126.664,367.202,9.646,10.093,32.422,-0.122,0.147,0.578,286.063,0.986,1003.184,0.985,339.558,96.482,1012.071,0.985,1.000,1195.000
37.179,48.652,-126.664,367.224,9.647,10.095,32.423,-0.060,0.115,0.545,286.014,0.986,1003.284,0.985,339.493,96.469,1012.161,0.985,1.000,1196.000
37.181,48.652,-126.664,367.224,9.650,10.095,32.423,-0.040,0.112,0.542,286.021,0.986,1003.388,0.985,339.500,96.468,1012.255,0.985,1.000,1197.000
37.182,48.652,-126.664,367.236,9.649,10.091,32.423,-0.108,0.128,0.559,286.049,0.986,1003.339,0.985,339.525,96.466,1012.193,0.985,1.000,1198.000
37.183,48.652,-126.664,367.236,9.649,10.089,32.424,-0.155,0.158,0.589,286.030,0.986,1003.056,0.984,339.502,96.457,1011.897,0.984,1.000,1199.000
37.185,48.652,-126.664,367.236,9.655,10.090,32.426,-0.218,0.215,0.646,285.967,0.986,1002.532,0.984,339.425,96.436,1011.358,0.984,1.000,1200.000
37.186,48.652,-126.664,367.243,9.658,10.091,32.426,-0.227,0.203,0.634,285.876,0.986,1002.389,0.984,339.310,96.413,1011.201,0.984,1.000,1201.000
37.188,48.652,-126.664,367.295,9.660,10.092,32.428,-0.263,0.053,0.483,285.834,0.986,1003.474,0.985,339.259,96.402,1012.271,0.985,1.000,1202.000
37.189,48.652,-126.664,367.309,9.659,10.091,32.428,-0.292,-0.031,0.398,285.895,0.986,1004.334,0.986,339.340,96.420,1013.116,0.986,1.000,1203.000
37.190,48.652,-126.664,367.346,9.661,10.087,32.429,-0.256,-0.175,0.253,285.999,0.986,1005.871,0.988,339.468,96.453,1014.639,0.988,1.000,1204.000
37.192,48.652,-126.664,367.376,9.663,10.082,32.430,-0.203,-0.115,0.313,286.172,0.987,1006.067,0.988,339.679,96.495,1014.821,0.988,1.000,1205.000
37.193,48.652,-126.664,367.391,9.664,10.077,32.430,-0.234,-0.003,0.426,286.291,0.987,1005.601,0.987,339.820,96.522,1014.342,0.987,1.000,1206.000
37.194,48.651,-126.664,367.431,9.663,10.076,32.431,-0.298,0.050,0.479,286.258,0.987,1005.074,0.987,339.778,96.510,1013.802,0.987,1.000,1207.000
37.196,48.651,-126.664,367.476,9.665,10.079,32.432,-0.242,0.099,0.529,286.185,0.987,1004.476,0.986,339.684,96.493,1013.194,0.986,1.000,1208.000
37.197,48.652,-126.664,367.538,9.668,10.083,32.433,-0.162,0.095,0.525,286.104,0.987,1004.276,0.986,339.575,96.470,1012.985,0.986,1.000,1209.000
37.199,48.652,-126.664,367.560,9.669,10.086,32.434,-0.145,0.158,0.589,286.062,0.987,1003.685,0.985,339.526,96.461,1012.385,0.985,1.000,1210.000
37.200,48.652,-126.664,367.612,9.670,10.087,32.436,-0.147,0.104,0.534,286.015,0.986,1003.970,0.985,339.461,96.449,1012.663,0.985,1.000,1211.000
37.201,48.651,-126.664,367.630,9.670,10.088,32.436,-0.135,0.098,0.528,286.032,0.986,1004.085,0.985,339.484,96.455,1012.771,0.985,1.000,1212.000
37.203,48.651,-126.664,367.630,9.670,10.088,32.437,-0.141,0.048,0.477,286.071,0.987,1004.609,0.986,339.537,96.474,1013.289,0.986,1.000,1213.000
37.204,48.651,-126.664,367.638,9.671,10.089,32.437,-0.172,0.044,0.474,286.132,0.987,1004.872,0.986,339.613,96.495,1013.549,0.986,1.000,1214.000
37.206,48.651,-126.664,367.667,9.674,10.092,32.437,-0.196,-0.016,0.413,286.163,0.987,1005.523,0.987,339.645,96.514,1014.196,0.987,1.000,1215.000
37.207,48.652,-126.663,367.730,9.677,10.097,32.438,-0.198,0.008,0.437,286.183,0.987,1005.478,0.987,339.659,96.530,1014.149,0.987,1.000,1216.000
37.208,48.652,-126.663,367.782,9.679,10.102,32.438,-0.229,0.000,0.429,286.165,0.987,1005.515,0.987,339.630,96.536,1014.185,0.987,1.000,1217.000
37.210,48.652,-126.663,367.796,9.677,10.104,32.438,-0.233,0.161,0.591,286.177,0.987,1004.262,0.985,339.643,96.544,1012.933,0.985,1.000,1218.000
37.211,48.652,-126.663,367.833,9.676,10.105,32.438,-0.214,0.106,0.536,286.099,0.987,1004.402,0.986,339.545,96.519,1013.074,0.986,1.000,1219.000
37.213,48.651,-126.663,367.925,9.677,10.107,32.438,-0.141,0.053,0.482,286.037,0.987,1004.611,0.986,339.472,96.504,1013.284,0.986,1.000,1220.000
37.214,48.652,-126.663,367.931,9.676,10.109,32.438,-0.141,0.135,0.565,286.024,0.986,1003.893,0.985,339.469,96.498,1012.568,0.985,1.000,1221.000
37.215,48.652,-126.663,367.981,9.675,10.109,32.438,-0.200,0.109,0.539,285.936,0.986,1003.765,0.985,339.360,96.470,1012.442,0.985,1.000,1222.000
37.217,48.652,-126.663,367.992,9.674,10.109,32.438,-0.213,0.091,0.522,285.883,0.986,1003.711,0.985,339.293,96.454,1012.390,0.985,1.000,1223.000
37.218,48.652,-126.663,368.014,9.677,10.110,32.438,-0.225,-0.029,0.400,285.865,0.986,1004.665,0.986,339.273,96.448,1013.346,0.986,1.000,1224.000
37.219,48.653,-126.663,368.080,9.679,10.109,32.438,-0.203,0.006,0.435,285.941,0.986,1004.696,0.986,339.369,96.469,1013.380,0.986,1.000,1225.000
37.221,48.653,-126.662,368.099,9.680,10.108,32.438,-0.132,0.118,0.548,285.950,0.986,1003.861,0.985,339.386,96.477,1012.546,0.985,1.000,1226.000
37.222,48.653,-126.662,368.113,9.682,10.106,32.438,-0.100,0.117,0.547,285.896,0.986,1003.712,0.985,339.321,96.454,1012.400,0.985,1.000,1227.000
37.224,48.653,-126.663,368.158,9.682,10.105,32.438,-0.155,0.117,0.547,285.845,0.986,1003.538,0.985,339.259,96.432,1012.230,0.985,1.000,1228.000
37.225,48.653,-126.663,368.195,9.679,10.101,32.438,-0.159,0.063,0.493,285.845,0.986,1003.893,0.985,339.265,96.427,1012.589,0.985,1.000,1229.000
37.226,48.653,-126.663,368.206,9.676,10.097,32.438,NaN,0.088,0.518,285.896,0.986,1003.811,0.985,339.335,96.433,1012.513,0.985,1.000,1230.000
37.228,48.653,-126.663,368.217,9.675,10.095,32.438,NaN,0.081,0.511,285.883,0.986,1003.794,0.985,339.319,96.427,1012.505,0.985,1.000,1231.000
37.229,48.653,-126.663,368.306,9.672,10.092,32.438,-0.149,0.122,0.552,285.931,0.986,1003.584,0.985,339.386,96.438,1012.306,0.985,1.000,1232.000
37.231,48.653,-126.663,368.306,9.670,10.089,32.437,-0.036,0.203,0.634,285.994,0.986,1003.109,0.984,339.460,96.452,1011.845,0.984,1.000,1233.000
37.232,48.653,-126.663,368.346,9.668,10.086,32.437,0.014,0.186,0.617,285.997,0.986,1003.206,0.984,339.462,96.446,1011.960,0.984,1.000,1234.000
37.233,48.653,-126.663,368.390,9.670,10.085,32.437,0.031,0.134,0.565,285.997,0.986,1003.644,0.985,339.459,96.445,1012.418,0.985,1.000,1235.000
37.235,48.653,-126.662,368.446,9.669,10.084,32.437,0.001,0.104,0.535,286.023,0.986,1003.968,0.985,339.493,96.454,1012.765,0.985,1.000,1236.000
37.236,48.653,-126.662,368.495,9.669,10.086,32.437,0.009,0.050,0.480,286.035,0.986,1004.419,0.986,339.532,96.461,1013.242,0.986,1.000,1237.000
37.238,48.653,-126.662,368.524,9.667,10.089,32.436,0.024,0.084,0.514,286.060,0.986,1004.200,0.985,339.597,96.474,1013.052,0.985,1.000,1238.000
37.239,48.653,-126.663,368.565,9.664,10.090,32.436,0.061,0.084,0.514,286.052,0.986,1004.107,0.985,339.608,96.480,1012.991,0.985,1.000,1239.000
37.240,48.653,-126.663,368.579,9.666,10.091,32.436,0.006,0.113,0.544,286.022,0.986,1003.813,0.985,339.577,96.472,1012.733,0.985,1.000,1240.000
37.242,48.653,-126.663,368.657,9.667,10.094,32.436,-0.037,0.300,0.732,285.991,0.986,1002.251,0.983,339.555,96.466,1011.209,0.983,1.000,1241.000
37.243,48.653,-126.663,368.657,9.667,10.097,32.436,0.025,-0.013,0.417,285.805,0.985,1004.079,0.985,339.338,96.418,1013.077,0.985,1.000,1242.000
37.244,48.653,-126.663,368.701,9.665,10.100,32.435,0.119,-0.536,-0.110,285.821,0.985,1008.237,0.991,339.374,96.434,1017.280,0.991,1.000,1243.000
37.246,48.653,-126.663,368.869,9.663,10.102,32.436,0.139,-0.653,-0.229,286.247,0.987,1010.635,0.993,339.892,96.582,1019.723,0.993,1.000,1244.000
37.247,48.653,-126.669,369.380,9.665,10.102,32.436,0.097,-0.734,-0.311,286.666,0.988,1012.793,0.995,340.385,96.726,1021.928,0.995,1.000,1245.000
37.249,48.654,-126.679,370.102,9.667,10.105,32.432,0.059,-0.593,-0.169,286.949,0.989,1012.667,0.995,340.715,96.825,1021.851,0.995,1.000,1246.000
37.250,48.654,-126.689,370.835,9.664,10.108,32.426,-0.026,-0.742,-0.320,286.900,0.989,1013.598,0.996,340.663,96.814,1022.832,0.996,1.000,1247.000
37.251,48.655,-126.698,371.568,9.660,10.110,32.421,-0.015,-0.609,-0.185,286.862,0.989,1012.276,0.995,340.631,96.807,1021.559,0.995,1.000,1248.000
