265.492,49.997,-141.872,2341.593,14.319,14.575,32.260,1.600,1.754,2.083,269.184,1.020,1027.464,1.002,318.692,100.170,1032.268,1.002,8275.000
265.493,49.996,-141.862,2342.295,14.314,14.570,32.262,1.651,1.778,2.107,269.273,1.020,1027.514,1.002,318.770,100.191,1032.315,1.002,8276.000
265.494,49.995,-141.853,2342.978,14.311,14.567,32.263,1.688,1.802,2.131,269.308,1.020,1027.413,1.002,318.832,100.198,1032.211,1.002,8277.000
265.496,49.994,-141.844,2343.662,14.311,14.567,32.264,1.703,1.813,2.143,269.329,1.020,1027.406,1.002,318.832,100.206,1032.200,1.002,8278.000
265.497,49.993,-141.835,2344.351,14.313,14.569,32.266,1.721,1.839,2.168,269.341,1.021,1027.313,1.002,318.826,100.213,1032.103,1.002,8279.000
265.499,49.993,-141.825,2345.036,14.317,14.572,32.267,1.730,1.879,2.208,269.367,1.021,1027.182,1.002,318.861,100.231,1031.969,1.002,8280.000
265.500,49.992,-141.816,2345.707,14.321,14.575,32.267,1.719,1.911,2.222,269.405,1.021,1027.142,1.002,318.907,100.253,1031.926,1.002,8281.000
265.501,49.991,-141.807,2346.404,14.324,14.579,32.267,1.733,1.947,2.258,269.438,1.021,1027.061,1.002,318.952,100.274,1031.840,1.002,8282.000
265.503,49.990,-141.798,2347.108,14.328,14.582,32.267,1.784,1.980,2.290,269.511,1.021,1027.145,1.002,319.039,100.306,1031.921,1.002,8283.000
265.504,49.990,-141.788,2347.801,14.332,14.586,32.266,1.853,2.002,2.312,269.558,1.022,1027.237,1.002,319.093,100.332,1032.008,1.002,8284.000
265.506,49.989,-141.779,2348.510,14.335,14.589,32.265,1.893,2.042,2.353,269.603,1.022,1027.148,1.002,319.174,100.357,1031.914,1.002,8285.000
265.507,49.988,-141.769,2349.218,14.335,14.589,32.265,1.899,2.053,2.364,269.631,1.022,1027.164,1.002,319.229,100.370,1031.925,1.002,8286.000
265.508,49.987,-141.760,2349.924,14.334,14.588,32.265,1.869,2.075,2.386,269.643,1.022,1027.012,1.001,319.246,100.375,1031.767,1.001,8287.000
265.510,49.986,-141.751,2350.635,14.330,14.585,32.265,1.867,2.066,2.377,269.661,1.022,1027.065,1.001,319.259,100.377,1031.813,1.001,8288.000
265.511,49.985,-141.742,2351.286,14.325,14.581,32.265,1.856,2.049,2.371,269.684,1.022,1027.191,1.002,319.334,100.378,1031.932,1.002,8289.000
265.512,49.984,-141.733,2351.928,14.322,14.577,32.265,1.841,2.053,2.375,269.702,1.022,1027.147,1.001,319.345,100.374,1031.880,1.001,8290.000
265.514,49.984,-141.725,2352.564,14.322,14.577,32.265,1.816,2.029,2.351,269.686,1.022,1027.279,1.002,319.288,100.365,1032.005,1.002,8291.000
265.515,49.983,-141.717,2353.202,14.325,14.580,32.265,1.804,2.014,2.336,269.628,1.022,1027.251,1.002,319.210,100.348,1031.970,1.002,8292.000
265.517,49.982,-141.708,2353.835,14.330,14.584,32.264,1.774,1.964,2.286,269.506,1.021,1027.275,1.002,319.055,100.309,1031.987,1.002,8293.000
265.518,49.981,-141.700,2354.470,14.335,14.589,32.264,1.739,1.892,2.213,269.357,1.021,1027.383,1.002,318.859,100.260,1032.087,1.002,8294.000
265.519,49.980,-141.691,2355.117,14.340,14.593,32.264,1.714,1.809,2.129,269.209,1.021,1027.579,1.002,318.526,100.191,1032.275,1.002,8295.000
265.521,49.979,-141.683,2355.731,14.346,14.599,32.265,1.673,1.650,1.970,268.901,1.020,1027.808,1.003,318.022,100.069,1032.495,1.003,8296.000
265.522,49.978,-141.675,2356.355,14.358,14.611,32.267,1.549,1.524,1.843,268.618,1.019,1027.985,1.003,317.768,99.996,1032.663,1.003,8297.000
265.524,49.978,-141.667,2356.973,14.375,14.626,32.269,1.408,1.394,1.712,268.248,1.018,1027.962,1.004,317.359,99.891,1032.629,1.004,8298.000
265.525,49.977,-141.659,2357.584,14.388,14.641,32.270,1.294,1.215,1.533,267.771,1.016,1027.862,1.004,316.796,99.741,1032.520,1.004,8299.000
265.526,49.976,-141.650,2358.205,14.403,14.656,32.271,1.157,1.008,1.325,267.253,1.014,1027.833,1.004,316.161,99.572,1032.480,1.004,8300.000
265.528,49.976,-141.643,2358.805,14.414,14.666,32.271,1.054,0.918,1.234,266.944,1.013,1027.610,1.004,315.852,99.479,1032.246,1.004,8301.000
265.529,49.975,-141.634,2359.412,14.418,14.670,32.270,0.986,0.825,1.140,266.721,1.013,1027.579,1.004,315.561,99.399,1032.203,1.004,8302.000
265.531,49.974,-141.626,2360.019,14.428,14.678,32.268,0.879,0.663,0.978,266.353,1.012,1027.662,1.005,315.036,99.264,1032.273,1.005,8303.000
265.532,49.974,-141.618,2360.612,14.454,14.696,32.267,0.789,0.509,0.823,265.912,1.010,1027.719,1.005,314.441,99.121,1032.318,1.005,8304.000
265.533,49.973,-141.610,2361.226,14.478,14.717,32.265,0.724,0.417,0.730,265.583,1.010,1027.675,1.005,313.997,99.035,1032.262,1.005,8305.000
265.535,49.973,-141.602,2361.848,14.496,14.732,32.265,0.678,0.390,0.702,265.412,1.009,1027.601,1.005,313.848,99.005,1032.176,1.005,8306.000
265.536,49.972,-141.594,2362.437,14.497,14.736,32.265,0.660,0.397,0.709,265.405,1.009,1027.561,1.005,313.898,99.017,1032.125,1.005,8307.000
265.537,49.972,-141.585,2363.052,14.491,14.732,32.265,0.657,0.441,0.753,265.520,1.010,1027.522,1.005,314.101,99.061,1032.076,1.005,8308.000
265.539,49.971,-141.577,2363.669,14.477,14.720,32.265,0.743,0.491,0.804,265.726,1.010,1027.623,1.005,314.378,99.121,1032.168,1.005,8309.000
265.540,49.971,-141.569,2364.256,14.463,14.708,32.266,0.798,0.561,0.874,265.934,1.011,1027.575,1.005,314.669,99.180,1032.110,1.005,8310.000
265.542,49.970,-141.561,2364.879,14.451,14.700,32.267,0.854,0.562,0.876,266.030,1.011,1027.690,1.005,314.744,99.194,1032.216,1.005,8311.000
265.543,49.969,-141.553,2365.499,14.452,14.702,32.269,0.868,0.528,0.841,265.935,1.010,1027.631,1.005,314.513,99.150,1032.147,1.005,8312.000
265.544,49.969,-141.544,2366.098,14.473,14.716,32.270,0.862,0.524,0.838,265.777,1.010,1027.498,1.005,314.227,99.113,1032.005,1.005,8313.000
265.546,49.968,-141.536,2366.704,14.491,14.730,32.270,0.816,0.532,0.845,265.661,1.010,1027.361,1.005,314.128,99.100,1031.858,1.005,8314.000
265.547,49.968,-141.528,2367.311,14.500,14.738,32.269,0.830,0.567,0.879,265.668,1.010,1027.290,1.005,314.170,99.122,1031.778,1.005,8315.000
265.549,49.967,-141.520,2367.925,14.504,14.736,32.269,0.897,0.645,0.958,265.811,1.011,1027.288,1.004,314.299,99.164,1031.767,1.004,8316.000
265.550,49.967,-141.512,2368.522,14.506,14.742,32.270,0.913,0.676,0.989,265.876,1.011,1027.319,1.004,314.440,99.210,1031.791,1.004,8317.000
265.551,49.966,-141.504,2369.123,14.507,14.745,32.270,NaN,0.749,1.063,266.010,1.012,1027.283,1.004,314.629,99.272,1031.748,1.004,8318.000
265.553,49.965,-141.496,2369.726,14.507,14.748,32.271,NaN,0.797,1.128,266.096,1.012,1027.231,1.004,314.771,99.312,1031.689,1.004,8319.000
265.554,49.965,-141.488,2370.334,14.511,14.749,32.272,1.084,0.833,1.164,266.152,1.012,1027.230,1.004,314.854,99.338,1031.682,1.004,8320.000
265.556,49.964,-141.480,2370.926,14.511,14.750,32.272,1.121,0.849,1.180,266.182,1.013,1027.237,1.004,314.904,99.353,1031.683,1.004,8321.000
265.557,49.964,-141.471,2371.552,14.511,14.750,32.272,1.175,0.823,1.154,266.167,1.012,1027.378,1.004,314.879,99.347,1031.819,1.004,8322.000
265.558,49.963,-141.463,2372.171,14.511,14.749,32.272,1.197,0.821,1.152,266.166,1.012,1027.388,1.004,314.869,99.345,1031.824,1.004,8323.000
265.560,49.962,-141.455,2372.776,14.512,14.750,32.273,1.195,0.801,1.132,266.139,1.012,1027.475,1.004,314.817,99.335,1031.906,1.004,8324.000
265.561,49.961,-141.447,2373.391,14.515,14.752,32.274,1.142,0.725,1.055,265.990,1.012,1027.570,1.005,314.509,99.265,1031.998,1.005,8325.000
265.563,49.961,-141.439,2373.987,14.520,14.757,32.275,1.103,0.539,0.868,265.603,1.011,1027.685,1.005,313.935,99.110,1032.109,1.005,8326.000
265.564,49.960,-141.430,2374.605,14.528,14.767,32.277,1.003,0.377,0.705,265.246,1.009,1027.801,1.006,313.572,99.004,1032.222,1.006,8327.000
265.565,49.959,-141.422,2375.231,14.542,14.780,32.281,0.895,0.196,0.524,264.814,1.008,1027.890,1.006,313.063,98.866,1032.308,1.006,8328.000
265.567,49.959,-141.414,2375.826,14.556,14.796,32.284,0.733,0.038,0.365,264.373,1.007,1027.780,1.006,312.539,98.730,1032.194,1.006,8329.000
265.568,49.958,-141.406,2376.427,14.572,14.811,32.285,0.616,-0.080,0.246,264.044,1.006,1027.794,1.006,312.148,98.636,1032.205,1.006,8330.000
265.569,49.957,-141.398,2377.044,14.583,14.823,32.286,0.530,-0.159,0.166,263.820,1.005,1027.808,1.007,311.897,98.576,1032.217,1.007,8331.000
265.571,49.956,-141.390,2377.647,14.592,14.830,32.286,0.469,-0.233,0.091,263.637,1.005,1027.881,1.007,311.652,98.520,1032.287,1.007,8332.000
265.572,49.956,-141.382,2378.285,14.603,14.838,32.286,0.427,-0.271,0.053,263.496,1.004,1027.864,1.007,311.412,98.479,1032.269,1.007,8333.000
265.574,49.955,-141.374,2378.887,14.614,14.846,32.286,0.429,-0.290,0.034,263.398,1.004,1027.849,1.007,311.336,98.461,1032.253,1.007,8334.000
265.575,49.954,-141.365,2379.538,14.619,14.851,32.285,0.468,-0.244,0.080,263.462,1.004,1027.832,1.007,311.446,98.497,1032.235,1.007,8335.000
265.576,49.953,-141.357,2380.165,14.622,14.855,32.285,0.530,-0.163,0.161,263.650,1.005,1027.954,1.007,311.700,98.579,1032.357,1.007,8336.000
265.578,49.953,-141.349,2380.753,14.623,14.857,32.285,0.607,-0.065,0.260,263.879,1.006,1028.070,1.007,311.993,98.674,1032.474,1.007,8337.000
265.579,49.952,-141.341,2381.375,14.624,14.859,32.285,0.693,0.034,0.359,264.086,1.007,1028.101,1.007,312.256,98.759,1032.506,1.007,8338.000
265.581,49.951,-141.332,2382.013,14.625,14.860,32.285,0.756,0.170,0.495,264.295,1.008,1027.843,1.006,312.511,98.843,1032.250,1.006,8339.000
265.582,49.950,-141.324,2382.636,14.627,14.861,32.285,0.798,0.285,0.610,264.494,1.008,1027.714,1.006,312.769,98.924,1032.125,1.006,8340.000
265.583,49.950,-141.316,2383.256,14.627,14.862,32.286,0.822,0.334,0.660,264.592,1.009,1027.696,1.005,312.903,98.964,1032.111,1.005,8341.000
265.585,49.949,-141.308,2383.856,14.626,14.862,32.286,0.834,0.360,0.685,264.631,1.009,1027.629,1.005,312.957,98.979,1032.049,1.005,8342.000
265.586,49.948,-141.300,2384.460,14.625,14.861,32.286,0.844,0.347,0.673,264.620,1.009,1027.659,1.005,312.968,98.974,1032.084,1.005,8343.000
265.588,49.947,-141.292,2385.086,14.621,14.858,32.286,0.822,0.332,0.657,264.566,1.009,1027.501,1.005,312.905,98.949,1031.932,1.005,8344.000
265.589,49.946,-141.283,2385.710,14.614,14.852,32.286,0.750,0.290,0.616,264.498,1.008,1027.443,1.005,312.814,98.912,1031.880,1.005,8345.000
265.590,49.946,-141.275,2386.294,14.607,14.845,32.286,0.717,0.245,0.570,264.450,1.008,1027.463,1.005,312.726,98.879,1031.906,1.005,8346.000
265.592,49.945,-141.268,2386.898,14.598,14.838,32.286,0.670,0.216,0.541,264.439,1.008,1027.474,1.006,312.694,98.861,1031.922,1.006,8347.000
265.593,49.944,-141.260,2387.502,14.590,14.831,32.285,0.665,0.232,0.558,264.490,1.008,1027.367,1.005,312.769,98.867,1031.821,1.005,8348.000
265.594,49.943,-141.251,2388.110,14.583,14.824,32.284,0.648,0.274,0.600,264.630,1.008,1027.417,1.005,312.966,98.905,1031.877,1.005,8349.000
265.596,49.942,-141.244,2388.714,14.577,14.818,32.283,0.691,0.368,0.711,264.822,1.009,1027.279,1.005,313.211,98.968,1031.745,1.005,8350.000
265.597,49.941,-141.236,2389.315,14.574,14.814,32.283,0.762,0.470,0.813,265.041,1.009,1027.239,1.005,313.469,99.043,1031.709,1.005,8351.000
265.599,49.941,-141.228,2389.915,14.573,14.813,32.282,0.891,0.666,1.011,265.390,1.011,1026.975,1.004,313.886,99.176,1031.450,1.004,8352.000
265.600,49.940,-141.220,2390.523,14.575,14.815,32.282,1.051,0.845,1.190,265.690,1.012,1026.736,1.003,314.250,99.294,1031.216,1.003,8353.000
265.601,49.939,-141.212,2391.120,14.579,14.818,32.282,1.186,0.934,1.280,265.835,1.013,1026.684,1.003,314.462,99.360,1031.169,1.003,8354.000
265.603,49.938,-141.204,2391.724,14.583,14.821,32.283,1.251,0.985,1.331,265.895,1.013,1026.587,1.003,314.378,99.382,1031.076,1.003,8355.000
265.604,49.938,-141.196,2392.314,14.583,14.822,32.282,1.279,0.960,1.306,265.826,1.013,1026.514,1.003,314.151,99.349,1031.007,1.003,8356.000
265.606,49.937,-141.188,2392.926,14.578,14.820,32.282,1.267,0.948,1.294,265.805,1.012,1026.434,1.003,314.312,99.344,1030.932,1.003,8357.000
265.607,49.936,-141.180,2393.517,14.568,14.816,32.281,1.217,0.902,1.245,265.759,1.012,1026.409,1.003,314.338,99.326,1030.909,1.003,8358.000
265.608,49.936,-141.172,2394.113,14.556,14.810,32.280,1.102,0.771,1.113,265.582,1.011,1026.526,1.003,314.152,99.248,1031.027,1.003,8359.000
265.610,49.935,-141.164,2394.722,14.545,14.801,32.278,0.920,0.553,0.894,265.193,1.009,1026.533,1.004,313.690,99.079,1031.034,1.004,8360.000
265.611,49.934,-141.156,2395.313,14.536,14.790,32.277,0.752,0.350,0.691,264.820,1.008,1026.530,1.004,313.184,98.909,1031.028,1.004,8361.000
265.613,49.934,-141.148,2395.926,14.536,14.784,32.276,0.682,0.279,0.619,264.672,1.007,1026.535,1.004,312.966,98.835,1031.028,1.004,8362.000
265.614,49.933,-141.140,2396.518,14.539,14.783,32.276,0.634,0.295,0.636,264.667,1.007,1026.445,1.004,312.981,98.828,1030.931,1.004,8363.000
265.615,49.932,-141.132,2397.113,14.544,14.785,32.275,0.643,0.335,0.675,264.733,1.008,1026.468,1.004,313.054,98.855,1030.946,1.004,8364.000
265.617,49.932,-141.124,2397.720,14.549,14.788,32.274,0.666,0.364,0.705,264.755,1.008,1026.422,1.004,313.072,98.870,1030.892,1.004,8365.000
265.618,49.931,-141.116,2398.322,14.553,14.791,32.273,0.702,0.393,0.733,264.830,1.008,1026.563,1.004,313.152,98.903,1031.024,1.004,8366.000
265.619,49.931,-141.108,2398.923,14.556,14.793,32.271,0.778,0.485,0.825,264.997,1.009,1026.510,1.004,313.362,98.972,1030.961,1.004,8367.000
265.621,49.930,-141.100,2399.503,14.557,14.795,32.269,0.877,0.580,0.921,265.182,1.010,1026.477,1.004,313.583,99.047,1030.918,1.004,8368.000
265.622,49.930,-141.092,2400.099,14.559,14.798,32.268,0.961,0.648,0.989,265.326,1.010,1026.517,1.004,313.773,99.109,1030.949,1.004,8369.000
265.624,49.929,-141.084,2400.691,14.562,14.801,32.267,0.987,0.663,1.004,265.412,1.010,1026.771,1.004,313.865,99.148,1031.192,1.004,8370.000
265.625,49.928,-141.076,2401.275,14.565,14.805,32.268,1.003,0.698,1.028,265.480,1.011,1026.832,1.004,313.997,99.178,1031.245,1.004,8371.000
265.626,49.928,-141.068,2401.888,14.572,14.811,32.269,0.997,0.685,1.015,265.426,1.011,1026.866,1.004,313.968,99.173,1031.270,1.004,8372.000
265.628,49.927,-141.060,2402.491,14.580,14.817,32.270,0.979,0.647,0.978,265.312,1.010,1026.895,1.004,313.768,99.142,1031.290,1.004,8373.000
265.629,49.927,-141.052,2403.085,14.587,14.824,32.271,0.958,0.605,0.935,265.187,1.010,1026.900,1.004,313.588,99.106,1031.286,1.004,8374.000
265.631,49.926,-141.044,2403.703,14.596,14.832,32.272,0.916,0.542,0.871,265.022,1.010,1026.958,1.004,313.360,99.057,1031.336,1.004,8375.000
265.632,49.925,-141.036,2404.291,14.606,14.843,32.273,0.876,0.492,0.822,264.835,1.009,1026.868,1.004,313.095,99.002,1031.237,1.004,8376.000
265.633,49.925,-141.028,2404.910,14.626,14.860,32.275,0.856,0.462,0.791,264.638,1.009,1026.759,1.004,312.783,98.953,1031.120,1.004,8377.000
265.635,49.924,-141.020,2405.488,14.656,14.885,32.277,NaN,0.446,0.774,264.419,1.009,1026.687,1.004,312.526,98.920,1031.038,1.004,8378.000
265.636,49.923,-141.012,2406.114,14.680,14.907,32.279,NaN,0.411,0.738,264.229,1.008,1026.726,1.004,312.319,98.893,1031.069,1.004,8379.000
265.637,49.922,-141.004,2406.705,14.700,14.927,32.280,0.713,0.351,0.677,264.015,1.008,1026.802,1.004,312.029,98.849,1031.138,1.004,8380.000
265.639,49.922,-140.996,2407.307,14.721,14.946,32.281,0.698,0.294,0.621,263.791,1.008,1026.836,1.005,311.741,98.800,1031.166,1.005,8381.000
265.640,49.921,-140.988,2407.896,14.738,14.962,32.282,0.667,0.246,0.573,263.609,1.007,1026.862,1.005,311.515,98.764,1031.188,1.005,8382.000
265.642,49.920,-140.980,2408.509,14.748,14.972,32.282,0.649,0.232,0.559,263.500,1.007,1026.761,1.005,311.379,98.744,1031.084,1.005,8383.000
265.643,49.919,-140.972,2409.111,14.754,14.980,32.283,0.653,0.216,0.543,263.451,1.007,1026.838,1.005,311.328,98.739,1031.160,1.005,8384.000
265.644,49.918,-140.964,2409.725,14.767,14.993,32.283,0.676,0.194,0.520,263.353,1.007,1026.907,1.005,311.129,98.727,1031.229,1.005,8385.000
265.646,49.917,-140.956,2410.327,14.776,15.001,32.283,0.675,0.119,0.445,263.154,1.006,1026.926,1.005,310.739,98.658,1031.249,1.005,8386.000
265.647,49.917,-140.948,2410.931,14.776,15.005,32.283,0.662,0.071,0.397,263.058,1.006,1026.939,1.005,310.811,98.636,1031.264,1.005,8387.000
265.649,49.916,-140.940,2411.518,14.775,15.009,32.284,0.626,0.039,0.365,262.997,1.006,1026.940,1.005,310.817,98.624,1031.267,1.005,8388.000
265.650,49.915,-140.932,2412.123,14.776,15.013,32.284,0.587,0.028,0.354,262.958,1.006,1026.894,1.005,310.741,98.620,1031.223,1.005,8389.000
265.651,49.914,-140.924,2412.730,14.770,15.013,32.282,0.569,0.011,0.339,262.966,1.005,1026.927,1.005,310.821,98.631,1031.259,1.005,8390.000
265.653,49.913,-140.916,2413.334,14.750,14.999,32.277,0.596,0.028,0.356,263.115,1.006,1026.921,1.005,311.071,98.667,1031.254,1.005,8391.000
265.654,49.913,-140.908,2413.950,14.734,14.980,32.274,0.606,0.082,0.410,263.343,1.006,1027.017,1.005,311.381,98.716,1031.350,1.005,8392.000
265.656,49.912,-140.900,2414.572,14.723,14.963,32.272,0.621,0.123,0.452,263.514,1.006,1027.115,1.005,311.595,98.742,1031.447,1.005,8393.000
265.657,49.911,-140.892,2415.165,14.717,14.953,32.271,0.609,0.133,0.462,263.602,1.007,1027.242,1.005,311.653,98.753,1031.573,1.005,8394.000
265.658,49.910,-140.884,2415.763,14.715,14.949,32.272,0.584,0.128,0.456,263.626,1.007,1027.346,1.005,311.643,98.751,1031.674,1.005,8395.000
265.660,49.909,-140.876,2416.379,14.716,14.949,32.272,0.582,0.144,0.473,263.623,1.007,1027.219,1.005,311.598,98.747,1031.545,1.005,8396.000
265.661,49.908,-140.869,2416.966,14.719,14.951,32.272,0.592,0.156,0.485,263.615,1.007,1027.151,1.005,311.610,98.747,1031.476,1.005,8397.000
265.662,49.907,-140.861,2417.545,14.722,14.954,32.271,0.614,0.164,0.493,263.580,1.007,1027.024,1.005,311.592,98.740,1031.348,1.005,8398.000
265.664,49.907,-140.853,2418.161,14.724,14.957,32.270,0.609,0.137,0.466,263.516,1.006,1027.035,1.005,311.489,98.721,1031.357,1.005,8399.000
265.665,49.906,-140.845,2418.765,14.727,14.959,32.269,0.591,0.121,0.450,263.473,1.006,1027.033,1.005,311.409,98.707,1031.354,1.005,8400.000
265.667,49.905,-140.837,2419.354,14.729,14.960,32.267,0.573,0.141,0.469,263.494,1.006,1027.001,1.005,311.421,98.718,1031.321,1.005,8401.000
265.668,49.904,-140.829,2419.948,14.731,14.962,32.264,0.590,0.205,0.534,263.586,1.007,1026.865,1.005,311.549,98.754,1031.184,1.005,8402.000
265.669,49.903,-140.821,2420.563,14.730,14.960,32.259,0.595,0.256,0.585,263.683,1.007,1026.772,1.005,311.739,98.789,1031.091,1.005,8403.000
265.671,49.903,-140.813,2421.161,14.723,14.955,32.254,0.600,0.274,0.603,263.748,1.007,1026.713,1.004,311.837,98.802,1031.031,1.004,8404.000
265.672,49.902,-140.805,2421.771,14.711,14.943,32.249,0.547,0.234,0.563,263.752,1.007,1026.768,1.005,311.833,98.781,1031.085,1.005,8405.000
265.674,49.901,-140.797,2422.381,14.697,14.930,32.245,0.505,0.190,0.519,263.746,1.007,1026.790,1.005,311.789,98.748,1031.106,1.005,8406.000
265.675,49.900,-140.790,2422.988,14.684,14.918,32.243,0.460,0.158,0.488,263.736,1.006,1026.737,1.005,311.729,98.717,1031.051,1.005,8407.000
265.676,49.898,-140.781,2423.623,14.675,14.908,32.243,0.428,0.136,0.466,263.733,1.006,1026.694,1.005,311.691,98.693,1031.006,1.005,8408.000
265.678,49.897,-140.774,2424.241,14.670,14.900,32.243,0.397,0.137,0.467,263.762,1.006,1026.709,1.005,311.740,98.687,1031.018,1.005,8409.000
265.679,49.896,-140.766,2424.842,14.667,14.895,32.244,0.354,0.144,0.474,263.815,1.006,1026.796,1.005,311.847,98.695,1031.103,1.005,8410.000
265.681,49.895,-140.758,2425.447,14.664,14.891,32.246,0.292,0.072,0.402,263.724,1.006,1026.982,1.005,311.717,98.651,1031.287,1.005,8411.000
265.682,49.893,-140.750,2426.085,14.660,14.887,32.247,0.223,-0.099,0.226,263.379,1.004,1026.964,1.005,311.284,98.511,1031.267,1.005,8412.000
265.683,49.892,-140.742,2426.703,14.657,14.884,32.249,0.119,-0.295,0.029,262.994,1.003,1027.003,1.006,310.797,98.353,1031.306,1.006,8413.000
265.685,49.891,-140.734,2427.305,14.655,14.882,32.250,0.017,-0.472,-0.148,262.661,1.002,1027.102,1.006,310.377,98.218,1031.406,1.006,8414.000
265.686,49.890,-140.726,2427.931,14.653,14.880,32.250,-0.066,-0.567,-0.243,262.518,1.001,1027.288,1.007,309.996,98.153,1031.593,1.007,8415.000
265.688,49.889,-140.718,2428.551,14.650,14.879,32.249,-0.118,-0.699,-0.376,262.274,1.000,1027.353,1.007,309.622,98.049,1031.660,1.007,8416.000
265.689,49.888,-140.710,2429.176,14.648,14.879,32.249,-0.115,-0.710,-0.387,262.281,1.000,1027.412,1.007,309.751,98.055,1031.720,1.007,8417.000
265.690,49.886,-140.702,2429.798,14.648,14.882,32.248,-0.100,-0.702,-0.379,262.305,1.000,1027.434,1.007,309.899,98.073,1031.744,1.007,8418.000
265.692,49.885,-140.694,2430.418,14.648,14.886,32.247,-0.083,-0.709,-0.386,262.323,1.000,1027.564,1.007,309.957,98.088,1031.876,1.007,8419.000
265.693,49.884,-140.686,2431.033,14.648,14.889,32.246,-0.109,-0.726,-0.403,262.325,1.000,1027.699,1.007,309.931,98.096,1032.011,1.007,8420.000
265.694,49.883,-140.678,2431.654,14.649,14.891,32.245,-0.144,-0.738,-0.415,262.316,1.000,1027.786,1.008,309.885,98.098,1032.098,1.008,8421.000
265.696,49.882,-140.670,2432.284,14.651,14.889,32.244,-0.165,-0.703,-0.380,262.392,1.000,1027.816,1.008,310.023,98.126,1032.127,1.008,8422.000
265.697,49.881,-140.662,2432.916,14.650,14.884,32.242,-0.146,-0.588,-0.264,262.603,1.001,1027.671,1.007,310.300,98.198,1031.980,1.007,8423.000
265.699,49.880,-140.654,2433.519,14.648,14.880,32.240,-0.084,-0.477,-0.153,262.808,1.002,1027.530,1.007,310.572,98.268,1031.837,1.007,8424.000
265.700,49.878,-140.646,2434.149,14.646,14.877,32.239,-0.010,-0.389,-0.065,262.985,1.003,1027.433,1.007,310.809,98.330,1031.737,1.007,8425.000
265.701,49.877,-140.638,2434.775,14.642,14.873,32.237,0.042,-0.366,-0.041,263.090,1.003,1027.564,1.007,310.898,98.364,1031.866,1.007,8426.000
265.703,49.876,-140.630,2435.382,14.640,14.871,32.236,0.059,-0.339,-0.014,263.142,1.003,1027.499,1.006,310.940,98.381,1031.798,1.006,8427.000
265.704,49.875,-140.622,2435.999,14.638,14.870,32.235,0.075,-0.320,0.005,263.204,1.003,1027.549,1.006,311.039,98.403,1031.846,1.006,8428.000
265.706,49.874,-140.613,2436.629,14.638,14.869,32.234,0.102,-0.285,0.040,263.276,1.003,1027.524,1.006,311.144,98.427,1031.818,1.006,8429.000
265.707,49.873,-140.605,2437.236,14.638,14.870,32.233,0.159,-0.259,0.067,263.319,1.004,1027.486,1.006,311.181,98.441,1031.777,1.006,8430.000
265.708,49.872,-140.597,2437.857,14.641,14.870,32.233,0.183,-0.248,0.078,263.316,1.004,1027.436,1.006,311.186,98.442,1031.725,1.006,8431.000
265.710,49.871,-140.589,2438.462,14.642,14.871,32.233,0.141,-0.245,0.081,263.283,1.004,1027.317,1.006,311.137,98.429,1031.604,1.006,8432.000
265.711,49.870,-140.581,2439.084,14.643,14.871,32.233,0.126,-0.262,0.064,263.235,1.003,1027.278,1.006,311.071,98.410,1031.564,1.006,8433.000
265.713,49.869,-140.573,2439.706,14.643,14.871,32.235,0.100,-0.263,0.063,263.189,1.003,1027.130,1.006,310.969,98.393,1031.415,1.006,8434.000
265.714,49.869,-140.565,2440.302,14.645,14.874,32.236,0.050,-0.285,0.041,263.123,1.003,1027.093,1.006,310.929,98.370,1031.376,1.006,8435.000
265.715,49.868,-140.557,2440.916,14.648,14.876,32.235,0.025,-0.299,0.027,263.060,1.003,1027.025,1.006,310.851,98.351,1031.308,1.006,8436.000
265.717,49.867,-140.549,2441.497,14.647,14.876,32.232,NaN,-0.317,0.008,263.037,1.003,1027.044,1.006,310.792,98.341,1031.325,1.006,8437.000
265.718,49.866,-140.541,2442.107,14.647,14.877,32.231,NaN,-0.315,0.010,262.999,1.003,1026.874,1.006,310.732,98.327,1031.154,1.006,8438.000
