187.662,63.779,-61.322,550.018,-1.193,0.608,28.477,3.959,5.373,5.613,403.920,1.052,1016.499,0.999,465.754,103.761,1042.324,0.999,2.000
187.664,63.783,-61.315,550.591,-1.232,0.566,28.453,3.902,5.353,5.590,404.162,1.052,1016.006,0.998,465.991,103.690,1041.778,0.998,2.000
187.665,63.788,-61.306,551.282,-1.254,0.538,28.436,3.829,5.348,5.594,404.287,1.051,1015.610,0.998,466.089,103.633,1041.326,0.998,2.000
187.667,63.793,-61.295,552.093,-1.249,0.534,28.408,3.773,5.282,5.615,404.265,1.051,1016.015,0.999,465.976,103.594,1041.670,0.999,2.000
187.668,63.800,-61.287,552.905,-1.224,0.553,28.373,3.746,5.216,5.590,403.973,1.051,1016.208,0.999,465.487,103.541,1041.799,0.999,2.000
187.669,63.805,-61.277,553.717,-1.185,0.584,28.333,NaN,5.107,5.547,403.428,1.050,1016.471,0.999,464.682,103.451,1041.994,0.999,2.000
187.671,63.810,-61.265,554.537,-1.123,0.637,28.313,NaN,4.998,5.488,402.616,1.050,1016.796,1.000,463.614,103.365,1042.249,1.000,2.000
187.672,63.815,-61.252,555.350,-1.052,0.705,28.292,3.728,4.946,5.430,401.686,1.049,1016.644,1.000,462.393,103.290,1042.024,1.000,2.000
187.674,63.819,-61.239,556.155,-0.984,0.774,28.269,3.743,4.889,5.357,400.757,1.048,1016.395,0.999,461.164,103.213,1041.703,0.999,2.000
187.675,63.823,-61.225,556.973,-0.933,0.826,28.229,3.747,4.789,5.324,399.987,1.047,1016.311,1.000,460.075,103.116,1041.544,1.000,2.000
187.676,63.828,-61.211,557.779,-0.855,0.894,28.230,3.759,4.668,5.292,398.824,1.046,1016.390,1.000,458.660,102.995,1041.548,1.000,2.000
187.678,63.832,-61.197,558.593,-0.795,0.965,28.217,3.766,4.607,5.219,397.702,1.045,1015.537,0.999,457.247,102.879,1040.619,0.999,2.000
187.679,63.836,-61.184,559.406,-0.780,0.984,28.191,3.760,4.586,5.090,396.930,1.043,1013.858,0.998,456.231,102.705,1038.862,0.998,2.000
187.681,63.840,-61.170,560.201,-0.740,1.014,28.205,3.747,4.463,4.971,395.749,1.042,1012.927,0.997,454.874,102.487,1037.852,0.997,2.000
187.682,63.844,-61.157,560.978,-0.694,1.061,28.222,3.743,4.323,4.698,394.373,1.039,1011.805,0.996,453.290,102.263,1036.649,0.996,2.000
187.683,63.849,-61.146,561.751,-0.629,1.110,28.249,3.749,4.093,4.457,392.786,1.037,1011.416,0.996,451.493,101.994,1036.180,0.996,2.000
187.685,63.854,-61.134,562.542,-0.476,1.235,28.330,3.784,3.822,4.232,390.326,1.035,1011.899,0.997,448.813,101.737,1036.585,0.997,2.000
187.686,63.859,-61.123,563.328,-0.327,1.392,28.401,3.825,3.519,4.017,387.874,1.033,1012.405,0.998,446.076,101.550,1037.020,0.998,2.000
187.688,63.864,-61.113,564.128,-0.207,1.519,28.448,3.856,3.338,3.838,385.932,1.032,1012.290,0.999,443.859,101.397,1036.840,0.999,2.000
187.689,63.870,-61.103,564.933,-0.074,1.639,28.530,3.870,3.203,3.720,383.909,1.031,1012.161,0.999,441.670,101.230,1036.649,0.999,2.000
187.690,63.875,-61.092,565.733,0.112,1.811,28.663,3.870,2.937,3.648,381.375,1.030,1013.509,1.000,439.023,101.094,1037.942,1.000,2.000
187.692,63.881,-61.082,566.538,0.255,1.972,28.766,3.868,2.794,3.563,379.334,1.029,1013.742,1.001,436.841,101.036,1038.127,1.001,2.000
187.693,63.887,-61.072,567.349,0.271,2.025,28.743,3.865,2.855,3.482,378.890,1.028,1012.284,1.000,436.180,101.032,1036.630,1.000,2.000
187.694,63.893,-61.062,568.173,0.271,2.016,28.723,3.854,2.962,3.473,378.894,1.028,1011.267,0.998,436.103,100.995,1035.576,0.998,2.000
187.696,63.899,-61.052,568.992,0.276,2.015,28.703,3.840,2.983,3.509,378.910,1.028,1011.106,0.998,436.039,100.981,1035.382,0.998,2.000
187.697,63.905,-61.042,569.816,0.286,2.027,28.695,3.827,2.967,3.527,378.766,1.028,1011.072,0.998,435.836,100.969,1035.316,0.998,2.000
187.699,63.911,-61.031,570.646,0.275,2.021,28.671,3.828,2.995,3.518,378.794,1.027,1010.424,0.997,435.778,100.940,1034.632,0.997,2.000
187.700,63.917,-61.022,571.476,0.264,2.012,28.655,3.822,2.998,3.481,378.647,1.027,1009.579,0.997,435.552,100.867,1033.748,0.997,2.000
187.701,63.923,-61.012,572.304,0.241,1.993,28.621,3.806,2.936,3.451,378.708,1.026,1009.358,0.997,435.516,100.808,1033.484,0.997,2.000
187.703,63.929,-61.001,573.137,0.224,1.976,28.596,3.804,2.948,3.335,378.759,1.026,1008.775,0.996,435.505,100.759,1032.854,0.996,2.000
187.704,63.935,-60.993,573.963,0.245,1.981,28.598,3.811,2.860,3.284,378.647,1.026,1009.772,0.997,435.374,100.743,1033.801,0.997,2.000
187.706,63.941,-60.983,574.776,0.288,2.020,28.603,NaN,2.804,3.299,378.547,1.027,1011.179,0.999,435.244,100.821,1035.155,0.999,2.000
187.707,63.947,-60.973,575.598,0.335,2.066,28.602,NaN,2.798,3.333,378.482,1.028,1012.343,1.000,435.123,100.918,1036.263,1.000,2.000
187.708,63.953,-60.964,576.429,0.372,2.106,28.612,NaN,2.773,3.326,378.360,1.028,1013.309,1.001,435.007,100.995,1037.171,1.001,2.000
187.710,63.960,-60.955,577.261,0.411,2.139,28.645,NaN,2.759,3.417,378.686,1.030,1015.648,1.003,435.444,101.196,1039.451,1.003,2.000
187.711,63.966,-60.947,578.104,0.453,2.185,28.668,NaN,2.773,3.499,378.896,1.032,1017.488,1.004,435.730,101.388,1041.230,1.004,2.000
187.713,63.973,-60.939,578.955,0.454,2.200,28.682,NaN,2.860,3.519,379.360,1.034,1018.211,1.005,436.301,101.563,1041.890,1.005,2.000
187.714,63.980,-60.931,579.811,0.445,2.194,28.694,NaN,2.973,3.537,379.971,1.035,1018.822,1.005,437.067,101.724,1042.435,1.005,2.000
187.715,63.987,-60.923,580.656,0.436,2.181,28.702,3.881,2.996,3.555,380.473,1.036,1019.868,1.006,437.691,101.834,1043.411,1.006,2.000
187.717,63.994,-60.916,581.498,0.474,2.199,28.726,3.949,2.970,3.479,380.375,1.037,1021.034,1.007,437.643,101.873,1044.503,1.007,2.000
187.718,64.000,-60.908,582.344,0.520,2.249,28.773,3.956,2.755,3.516,380.562,1.039,1024.968,1.011,437.978,102.090,1048.363,1.011,2.000
187.719,64.007,-60.900,583.181,0.547,2.283,28.793,3.932,2.889,3.713,381.480,1.043,1027.342,1.013,439.095,102.446,1050.661,1.013,2.000
187.721,64.014,-60.892,584.017,0.543,2.287,28.779,3.911,3.162,3.839,382.593,1.045,1028.008,1.013,440.357,102.750,1051.248,1.013,2.000
187.722,64.021,-60.885,584.865,0.532,2.276,28.748,3.901,3.279,3.805,383.266,1.046,1028.395,1.013,441.048,102.881,1051.553,1.013,2.000
187.724,64.028,-60.878,585.698,0.539,2.268,28.746,3.958,3.344,3.524,383.660,1.048,1029.152,1.014,441.496,102.970,1052.227,1.014,2.000
187.725,64.034,-60.870,586.536,0.689,2.366,28.829,3.999,3.169,3.381,382.860,1.050,1033.178,1.018,440.772,103.067,1056.171,1.018,2.000
187.726,64.042,-60.865,587.378,0.989,2.626,28.990,4.050,2.783,3.162,380.086,1.052,1038.188,1.023,437.896,103.101,1061.108,1.023,2.000
187.728,64.049,-60.859,588.229,1.353,2.990,29.266,4.098,2.297,2.883,376.202,1.053,1043.400,1.029,434.030,103.176,1066.262,1.029,2.000
187.729,64.056,-60.852,589.071,1.652,3.320,29.489,NaN,2.191,2.700,373.460,1.055,1046.379,1.032,431.295,103.429,1069.199,1.032,2.000
187.731,64.063,-60.846,589.911,1.857,3.536,29.614,4.193,2.338,2.913,372.015,1.057,1047.548,1.033,429.806,103.669,1070.339,1.033,2.000
187.732,64.070,-60.840,590.749,1.973,3.658,29.677,4.210,2.484,3.066,371.336,1.059,1048.024,1.033,429.082,103.837,1070.800,1.033,2.000
187.733,64.077,-60.835,591.590,2.053,3.731,29.734,4.217,2.642,3.201,370.980,1.060,1048.296,1.033,428.760,103.968,1071.068,1.033,2.000
187.735,64.084,-60.829,592.431,2.144,3.812,29.812,4.218,2.835,3.387,370.625,1.063,1048.739,1.033,428.508,104.132,1071.522,1.033,2.000
187.736,64.091,-60.823,593.271,2.184,3.865,29.834,NaN,2.882,3.397,370.255,1.063,1048.550,1.033,428.083,104.177,1071.357,1.033,2.000
187.738,64.099,-60.819,594.110,2.172,3.858,29.849,4.181,2.968,3.388,370.256,1.063,1047.617,1.032,428.122,104.171,1070.460,1.032,2.000
187.739,64.105,-60.813,594.927,2.141,3.824,29.897,4.195,2.978,3.420,370.470,1.063,1047.686,1.032,428.546,104.184,1070.579,1.032,2.000
187.740,64.113,-60.808,595.753,2.081,3.772,29.988,4.245,2.979,3.481,371.053,1.063,1048.398,1.033,429.569,104.288,1071.354,1.033,2.000
187.742,64.120,-60.803,596.592,1.970,3.679,30.097,NaN,3.064,3.609,372.262,1.065,1048.986,1.033,431.437,104.485,1072.017,1.033,2.000
187.743,64.127,-60.799,597.423,1.813,3.539,30.191,4.310,3.206,3.785,374.146,1.066,1049.643,1.033,434.106,104.737,1072.761,1.033,2.000
187.744,64.134,-60.793,598.246,1.646,3.374,30.265,4.309,3.435,3.965,376.350,1.069,1050.047,1.033,437.122,104.997,1073.260,1.033,2.000
187.746,64.141,-60.786,599.066,1.508,3.233,30.331,4.288,3.606,4.111,378.165,1.070,1050.520,1.033,439.616,105.198,1073.839,1.033,2.000
187.747,64.147,-60.779,599.885,1.362,3.097,30.379,4.256,3.676,4.201,379.932,1.072,1051.281,1.034,441.990,105.382,1074.713,1.034,2.000
187.749,64.154,-60.771,600.704,1.246,2.972,30.410,4.220,3.713,4.302,381.504,1.073,1052.446,1.035,444.064,105.523,1075.998,1.035,2.000
187.750,64.160,-60.762,601.529,1.156,2.877,30.426,4.203,3.728,4.308,382.562,1.074,1052.945,1.035,445.439,105.585,1076.624,1.035,2.000
187.751,64.167,-60.754,602.354,1.083,2.803,30.429,4.190,3.648,4.431,383.287,1.074,1053.636,1.036,446.363,105.597,1077.450,1.036,2.000
187.753,64.173,-60.745,603.167,0.947,2.698,30.363,4.182,3.640,4.422,384.348,1.072,1052.370,1.034,447.482,105.564,1076.328,1.034,2.000
187.754,64.179,-60.736,603.988,0.755,2.526,30.238,NaN,3.769,4.372,385.955,1.070,1049.459,1.031,449.118,105.460,1073.565,1.031,2.000
187.756,64.186,-60.727,604.812,0.567,2.349,30.105,NaN,3.781,4.303,387.480,1.068,1047.331,1.029,450.629,105.306,1071.584,1.029,2.000
187.757,64.192,-60.718,605.634,0.403,2.190,29.980,4.160,3.744,4.238,388.768,1.066,1045.620,1.028,451.864,105.140,1070.016,1.028,2.000
187.758,64.198,-60.710,606.450,0.278,2.062,29.863,NaN,3.691,4.158,389.711,1.065,1044.259,1.027,452.680,104.968,1068.791,1.027,2.000
187.760,64.204,-60.700,607.269,0.184,1.964,29.749,4.130,3.616,4.085,390.398,1.063,1043.232,1.026,453.172,104.803,1067.896,1.026,2.000
187.761,64.210,-60.692,608.081,0.103,1.885,29.644,4.112,3.576,4.026,390.957,1.062,1042.011,1.025,453.530,104.662,1066.805,1.025,2.000
187.762,64.217,-60.683,608.886,0.040,1.822,29.556,4.080,3.536,4.008,391.419,1.060,1041.177,1.024,453.818,104.549,1066.097,1.024,2.000
187.764,64.223,-60.673,609.696,-0.008,1.771,29.481,4.046,3.538,4.036,391.881,1.060,1040.497,1.024,454.138,104.480,1065.540,1.024,2.000
187.765,64.229,-60.665,610.506,-0.047,1.732,29.415,3.993,3.554,4.023,392.265,1.059,1039.775,1.023,454.388,104.426,1064.938,1.023,2.000
187.767,64.235,-60.655,611.326,-0.081,1.702,29.355,3.949,3.510,4.017,392.548,1.059,1039.518,1.023,454.537,104.374,1064.795,1.023,2.000
187.768,64.242,-60.649,612.126,-0.113,1.674,29.302,3.919,3.498,4.001,392.796,1.058,1038.967,1.022,454.664,104.325,1064.354,1.022,2.000
187.769,64.248,-60.643,612.931,-0.143,1.646,29.259,3.875,3.507,3.976,392.995,1.057,1038.242,1.022,454.769,104.270,1063.732,1.022,2.000
187.771,64.255,-60.636,613.748,-0.167,1.623,29.227,3.876,3.489,3.949,393.075,1.057,1037.676,1.021,454.771,104.204,1063.263,1.021,2.000
187.772,64.262,-60.630,614.555,-0.185,1.606,29.207,3.874,3.417,3.914,393.027,1.056,1037.482,1.021,454.658,104.132,1063.159,1.021,2.000
187.774,64.269,-60.623,615.370,-0.209,1.588,29.191,3.859,3.387,3.887,393.071,1.055,1037.021,1.020,454.666,104.082,1062.784,1.020,2.000
187.775,64.275,-60.617,616.184,-0.242,1.558,29.174,3.824,3.486,3.935,393.458,1.055,1036.172,1.019,455.087,104.091,1062.015,1.019,2.000
187.776,64.282,-60.611,616.992,-0.276,1.521,29.159,3.776,3.558,4.013,393.955,1.055,1035.853,1.019,455.655,104.115,1061.771,1.019,2.000
187.778,64.289,-60.604,617.798,-0.309,1.484,29.151,3.719,3.638,4.104,394.461,1.056,1035.568,1.019,456.255,104.147,1061.554,1.019,2.000
187.779,64.296,-60.599,618.611,-0.351,1.447,29.135,3.678,3.784,4.210,394.965,1.056,1034.407,1.017,456.824,104.167,1060.458,1.017,2.000
187.781,64.302,-60.592,619.422,-0.395,1.406,29.117,NaN,3.788,4.256,395.266,1.055,1033.807,1.017,457.152,104.125,1059.916,1.017,2.000
187.782,64.309,-60.586,620.219,-0.433,1.369,29.105,3.590,3.814,4.284,395.437,1.054,1032.849,1.016,457.344,104.063,1059.010,1.016,2.000
187.783,64.316,-60.580,621.020,-0.470,1.336,29.089,NaN,3.774,4.275,395.453,1.053,1032.051,1.015,457.335,103.968,1058.256,1.015,2.000
187.785,64.321,-60.573,621.734,-0.517,1.298,29.081,NaN,3.752,4.230,395.459,1.052,1030.839,1.014,457.348,103.862,1057.085,1.014,2.000
187.786,64.326,-60.568,622.311,-0.574,1.244,29.064,NaN,3.740,4.294,395.758,1.051,1029.972,1.013,457.687,103.783,1056.253,1.013,2.000
187.787,64.331,-60.562,622.952,-0.641,1.186,29.032,NaN,3.758,4.369,396.179,1.050,1028.811,1.012,458.123,103.716,1055.121,1.012,2.000
187.789,64.336,-60.555,623.563,-0.710,1.121,29.009,3.695,3.802,4.432,396.568,1.049,1027.347,1.010,458.559,103.628,1053.680,1.010,2.000
187.790,64.341,-60.551,624.112,-0.788,1.054,29.000,3.731,3.879,4.445,396.886,1.047,1025.260,1.008,458.961,103.525,1051.607,1.008,2.000
187.792,64.345,-60.548,624.614,-0.861,0.978,28.982,NaN,3.937,4.420,397.089,1.046,1023.100,1.006,459.193,103.362,1049.453,1.006,2.000
187.793,64.349,-60.540,625.181,-0.905,0.926,28.959,NaN,3.875,4.297,396.976,1.044,1021.880,1.005,459.040,103.175,1048.228,1.005,2.000
187.794,64.354,-60.534,625.814,-0.929,0.897,28.933,NaN,3.821,4.172,396.629,1.042,1020.508,1.004,458.566,102.986,1046.843,1.004,2.000
187.796,64.357,-60.526,626.346,-0.932,0.885,28.915,NaN,3.674,4.042,396.090,1.041,1020.022,1.004,457.889,102.800,1046.337,1.004,2.000
187.797,64.361,-60.519,626.876,-0.920,0.891,28.900,3.650,3.602,3.976,395.631,1.040,1019.607,1.003,457.282,102.680,1045.893,1.003,2.000
187.799,64.365,-60.514,627.421,-0.898,0.905,28.888,3.671,3.474,3.957,395.153,1.039,1019.893,1.004,456.654,102.580,1046.146,1.004,2.000
187.800,64.370,-60.508,627.993,-0.849,0.944,28.892,3.679,3.395,3.903,394.632,1.039,1020.567,1.005,456.031,102.552,1046.782,1.005,2.000
187.801,64.374,-60.502,628.558,-0.801,0.994,28.898,3.668,3.336,3.855,394.166,1.039,1021.224,1.006,455.459,102.565,1047.399,1.006,2.000
187.803,64.378,-60.495,629.120,-0.767,1.032,28.896,3.657,3.343,3.803,393.880,1.039,1021.344,1.006,455.082,102.588,1047.478,1.006,2.000
187.804,64.382,-60.489,629.666,-0.748,1.052,28.894,3.637,3.373,3.770,393.797,1.039,1021.384,1.006,454.960,102.617,1047.477,1.006,2.000
187.806,64.386,-60.482,630.226,-0.736,1.064,28.894,3.615,3.401,3.747,393.825,1.040,1021.596,1.006,454.979,102.657,1047.648,1.006,2.000
187.807,64.391,-60.476,630.796,-0.710,1.087,28.908,3.597,3.313,3.485,393.850,1.041,1023.224,1.007,455.038,102.736,1049.236,1.007,2.000
187.808,64.395,-60.470,631.361,-0.654,1.136,28.950,3.605,3.154,3.319,393.837,1.042,1026.391,1.011,455.125,102.895,1052.364,1.011,2.000
187.810,64.399,-60.464,631.907,-0.568,1.216,29.013,3.638,3.005,3.220,393.641,1.045,1030.032,1.014,455.048,103.105,1055.970,1.014,2.000
187.811,64.402,-60.460,632.294,-0.459,1.320,29.092,3.664,2.942,3.209,393.113,1.047,1032.833,1.017,454.614,103.304,1058.741,1.017,2.000
187.813,64.404,-60.457,632.568,-0.348,1.432,29.184,3.675,2.873,3.200,392.285,1.048,1035.022,1.019,453.866,103.452,1060.906,1.019,2.000
187.814,64.406,-60.455,632.774,-0.245,1.537,29.275,3.661,2.826,3.170,391.300,1.049,1036.342,1.021,452.933,103.536,1062.212,1.021,2.000
187.815,64.407,-60.453,632.941,-0.170,1.619,29.343,3.630,2.781,3.105,390.456,1.050,1037.071,1.021,452.104,103.580,1062.937,1.021,2.000
187.817,64.409,-60.452,633.088,-0.102,1.682,29.402,3.586,2.807,3.056,389.773,1.050,1037.341,1.021,451.446,103.609,1063.215,1.021,2.000
187.818,64.410,-60.451,633.224,-0.019,1.758,29.466,3.533,2.762,3.056,389.052,1.051,1038.573,1.023,450.751,103.665,1064.466,1.023,2.000
187.819,64.410,-60.449,633.351,0.071,1.844,29.535,3.474,2.752,3.077,388.295,1.052,1039.643,1.024,450.020,103.740,1065.571,1.024,2.000
187.821,64.411,-60.448,633.466,0.149,1.926,29.596,3.424,2.667,3.094,387.548,1.052,1040.972,1.025,449.277,103.801,1066.949,1.025,2.000
187.822,64.412,-60.447,633.579,0.215,1.988,29.651,3.392,2.713,3.073,386.854,1.053,1040.951,1.025,448.591,103.820,1066.992,1.025,2.000
187.824,64.413,-60.446,633.687,0.291,2.061,29.706,3.393,2.676,3.123,386.277,1.054,1042.212,1.026,448.033,103.897,1068.332,1.026,2.000
187.825,64.414,-60.446,633.785,0.336,2.113,29.741,3.412,2.758,3.195,386.117,1.055,1042.613,1.026,447.924,104.019,1068.827,1.026,2.000
187.826,64.415,-60.444,633.880,0.343,2.127,29.750,3.448,2.911,3.236,386.326,1.055,1042.189,1.026,448.159,104.118,1068.511,1.026,2.000
187.828,64.416,-60.442,634.056,0.316,2.108,29.738,3.463,3.083,3.485,386.768,1.056,1041.107,1.024,448.674,104.181,1067.548,1.024,2.000
187.829,64.418,-60.441,634.299,0.255,2.060,29.696,3.478,3.216,3.731,387.324,1.055,1039.520,1.022,449.232,104.172,1066.092,1.022,2.000
187.831,64.420,-60.438,634.561,0.152,1.972,29.607,3.482,3.425,3.926,388.180,1.054,1036.551,1.019,450.013,104.104,1063.261,1.019,2.000
187.832,64.422,-60.435,634.827,0.025,1.855,29.487,3.479,3.559,4.042,389.054,1.052,1033.349,1.016,450.739,103.937,1060.200,1.016,2.000
187.833,64.424,-60.433,635.094,-0.121,1.720,29.330,3.481,3.739,4.074,389.918,1.049,1028.918,1.011,451.339,103.691,1055.915,1.011,2.000
187.835,64.427,-60.430,635.366,-0.259,1.583,29.190,3.504,3.732,3.977,390.542,1.046,1025.719,1.008,451.714,103.388,1052.864,1.008,2.000
187.836,64.429,-60.427,635.644,-0.387,1.458,29.055,3.526,3.751,3.906,391.128,1.043,1022.509,1.005,452.044,103.111,1049.802,1.005,2.000
187.838,64.431,-60.425,635.925,-0.508,1.343,28.930,3.552,3.664,3.850,391.634,1.040,1020.227,1.003,452.306,102.844,1047.666,1.003,2.000
187.839,64.434,-60.422,636.283,-0.624,1.240,28.819,3.586,3.687,3.875,392.118,1.037,1017.224,1.000,452.576,102.612,1044.808,1.000,2.000
187.840,64.437,-60.420,636.667,-0.748,1.133,28.694,3.623,3.586,3.927,392.754,1.035,1015.316,0.999,452.982,102.400,1043.036,0.999,2.000
187.842,64.440,-60.415,637.018,-0.866,1.030,28.558,3.652,3.529,3.788,393.598,1.033,1013.664,0.997,453.583,102.242,1041.511,0.997,2.000
187.843,64.442,-60.406,637.495,-0.973,0.943,28.466,3.672,3.401,3.703,394.454,1.031,1013.223,0.997,454.340,102.165,1041.184,0.997,2.000
187.844,64.444,-60.396,638.032,-1.066,0.856,28.394,3.689,3.468,3.730,395.490,1.030,1012.255,0.996,455.376,102.151,1040.313,0.996,2.000
187.846,64.446,-60.391,638.394,-1.132,0.788,28.324,3.699,3.479,3.736,396.211,1.030,1011.654,0.995,456.029,102.104,1039.793,0.995,2.000
187.847,64.450,-60.388,638.816,-1.186,0.738,28.260,3.704,3.443,3.788,396.802,1.029,1011.503,0.995,456.537,102.076,1039.707,0.995,2.000
187.849,64.453,-60.383,639.229,-1.223,0.697,28.181,3.786,3.552,3.810,397.360,1.029,1010.446,0.994,456.943,102.049,1038.695,0.994,2.000
187.850,64.454,-60.377,639.589,-1.252,0.661,28.105,3.850,3.531,3.817,397.861,1.029,1010.542,0.994,457.288,102.028,1038.818,0.994,2.000
187.851,64.454,-60.371,639.875,-1.272,0.636,28.060,3.894,3.528,3.855,398.363,1.029,1010.953,0.994,457.722,102.049,1039.236,0.994,2.000
187.853,64.450,-60.365,640.388,-1.280,0.628,28.051,3.911,3.598,3.952,398.709,1.030,1011.016,0.994,458.108,102.114,1039.290,0.994,2.000
187.854,64.446,-60.363,640.847,-1.287,0.619,28.010,3.908,3.639,3.990,398.920,1.030,1010.724,0.994,458.217,102.111,1038.968,0.994,2.000
187.856,64.442,-60.357,641.384,-1.294,0.605,27.985,3.904,3.652,4.004,399.042,1.030,1010.550,0.994,458.281,102.086,1038.747,0.994,2.000
187.857,64.438,-60.353,641.862,-1.289,0.591,27.965,3.896,3.739,4.056,399.186,1.031,1010.233,0.993,458.380,102.072,1038.364,0.993,2.000
187.858,64.434,-60.350,642.317,-1.291,0.580,27.951,3.891,3.696,4.070,399.256,1.030,1010.610,0.994,458.439,102.051,1038.660,0.994,2.000
187.860,64.434,-60.340,642.761,-1.293,0.573,27.977,NaN,3.771,4.132,399.392,1.031,1010.478,0.993,458.697,102.088,1038.435,0.993,2.000
187.861,64.435,-60.331,643.231,-1.300,0.558,27.988,NaN,3.827,4.182,399.575,1.031,1010.392,0.993,458.963,102.104,1038.243,0.993,2.000
187.863,64.432,-60.323,643.676,-1.317,0.541,28.002,NaN,3.829,4.144,399.746,1.031,1010.450,0.993,459.225,102.114,1038.185,0.993,2.000
187.864,64.431,-60.315,644.101,-1.330,0.527,28.035,NaN,3.750,4.130,399.819,1.031,1011.156,0.994,459.446,102.122,1038.766,0.994,2.000
187.865,64.430,-60.309,644.419,-1.331,0.507,28.083,3.953,3.790,4.143,399.863,1.032,1011.269,0.994,459.682,102.119,1038.747,0.994,2.000
187.867,64.428,-60.301,644.877,-1.326,0.500,28.136,NaN,3.811,4.147,399.786,1.032,1011.472,0.994,459.779,102.120,1038.812,0.994,2.000
187.868,64.426,-60.292,645.352,-1.283,0.520,28.168,3.985,3.762,4.118,399.278,1.032,1011.968,0.995,459.287,102.068,1039.167,0.995,2.000
187.869,64.423,-60.285,645.804,-1.226,0.567,28.204,3.997,3.623,3.967,398.473,1.032,1012.885,0.996,458.435,102.014,1039.941,0.996,2.000
187.871,64.421,-60.277,646.318,-1.165,0.624,28.242,4.018,3.580,3.857,397.818,1.032,1013.535,0.997,457.753,102.023,1040.451,0.997,2.000
187.872,64.418,-60.268,646.833,-1.107,0.678,28.285,4.018,3.588,3.759,397.252,1.033,1013.932,0.997,457.197,102.054,1040.712,0.997,2.000
187.874,64.417,-60.259,647.300,-1.073,0.714,28.345,NaN,3.399,3.705,397.013,1.034,1016.267,1.000,457.095,102.132,1042.917,1.000,2.000
187.875,64.417,-60.250,647.725,-1.083,0.708,28.386,NaN,3.423,3.789,397.812,1.036,1018.224,1.001,458.186,102.360,1044.750,1.001,2.000
187.876,64.418,-60.239,648.277,-1.097,0.688,28.433,NaN,3.433,3.774,398.255,1.037,1019.262,1.002,458.931,102.463,1045.670,1.002,2.000
187.878,64.418,-60.228,648.783,-1.065,0.709,28.507,NaN,3.345,3.768,398.152,1.038,1021.179,1.004,459.023,102.548,1047.475,1.004,2.000
187.879,64.417,-60.217,649.345,-1.033,0.736,28.568,NaN,3.349,3.753,398.082,1.039,1022.313,1.005,459.119,102.649,1048.506,1.005,2.000
187.881,64.418,-60.205,649.892,-1.008,0.765,28.603,4.221,3.366,3.692,397.961,1.039,1022.822,1.005,459.076,102.722,1048.922,1.005,2.000
187.882,64.417,-60.193,650.477,-0.980,0.789,28.645,4.252,3.293,3.607,397.741,1.039,1023.961,1.006,458.945,102.761,1049.975,1.006,2.000
187.883,64.418,-60.183,650.976,-0.944,0.824,28.688,4.268,3.290,3.720,397.588,1.040,1024.925,1.007,458.886,102.848,1050.861,1.007,2.000
187.885,64.418,-60.171,651.530,-0.908,0.858,28.726,4.271,3.375,3.814,397.366,1.041,1024.951,1.007,458.727,102.912,1050.819,1.007,2.000
187.886,64.418,-60.159,652.127,-0.875,0.888,28.755,4.269,3.515,3.866,397.004,1.041,1023.995,1.006,458.378,102.919,1049.803,1.006,2.000
187.887,64.417,-60.148,652.677,-0.834,0.924,28.779,4.257,3.574,3.899,396.552,1.041,1023.649,1.005,457.901,102.915,1049.405,1.005,2.000
187.889,64.417,-60.135,653.277,-0.798,0.959,28.802,4.238,3.633,3.948,396.162,1.041,1023.319,1.005,457.492,102.922,1049.029,1.005,2.000
187.890,64.417,-60.125,653.764,-0.761,0.996,28.819,4.210,3.653,3.913,395.786,1.041,1023.321,1.004,457.077,102.934,1048.993,1.004,2.000
187.892,64.417,-60.116,654.223,-0.781,0.994,28.809,4.180,3.580,3.909,396.127,1.041,1024.212,1.005,457.444,103.011,1049.853,1.005,2.000
187.893,64.418,-60.107,654.650,-0.850,0.925,28.782,4.144,3.576,3.957,397.283,1.042,1025.141,1.006,458.778,103.107,1050.756,1.006,2.000
187.894,64.417,-60.100,655.005,-0.891,0.878,28.775,4.122,3.635,3.870,397.564,1.042,1024.192,1.005,459.121,103.056,1049.786,1.005,2.000
187.896,64.417,-60.093,655.336,-0.919,0.845,28.775,4.092,3.437,3.750,397.530,1.041,1024.905,1.006,459.128,102.960,1050.487,1.006,2.000
187.897,64.420,-60.088,655.790,-0.939,0.824,28.776,4.068,3.293,3.851,397.711,1.041,1026.029,1.008,459.347,102.950,1051.604,1.008,2.000
187.899,64.424,-60.087,656.176,-0.954,0.809,28.765,4.040,3.259,3.895,397.891,1.041,1026.258,1.008,459.514,102.951,1051.831,1.008,2.000
187.900,64.427,-60.085,656.503,-0.945,0.815,28.755,3.955,3.283,3.913,397.660,1.040,1025.620,1.007,459.216,102.895,1051.195,1.007,2.000
187.901,64.430,-60.088,656.924,-0.917,0.843,28.735,3.842,3.353,3.859,397.012,1.039,1023.954,1.006,458.359,102.785,1049.533,1.006,2.000
187.903,64.434,-60.086,657.325,-0.897,0.864,28.709,3.662,3.475,3.788,396.315,1.038,1021.480,1.003,457.431,102.638,1047.066,1.003,2.000
187.904,64.437,-60.081,657.752,-0.882,0.885,28.684,3.494,3.586,3.769,395.460,1.036,1018.529,1.000,456.324,102.448,1044.123,1.000,2.000
